ID,Name,Description,Publisher,Total Episodes,Spotify URL,Cover Image
296y8fR0oS51Fc3mamA0yS,Telegrama Madagasikara,"Madagascar est un paradis et une mine d’or de sujets à discuter:  Le jeu politique des forces, l'influence d'importants groupes d'intérêt, la montée et la chute de personnalités, les populistes contre les institutions, les machinations des pouvoirs fantômes et des réseaux criminels, l'exploitation de la nature et des personnes, les graves inégalités entre les riches et les pauvres, la menace imminente pour la liberté des médias, les questions de genre et la lutte éternelle entre stabilité et destruction. Nous reprenons certains aspects de nos programmes, offert par la Friedrich-Ebert-Stiftung Madagascar.  Diffusion en langue malagasy, française & allemande.",Friedrich-Ebert-Stiftung Madagascar,35,https://open.spotify.com/show/296y8fR0oS51Fc3mamA0yS,https://i.scdn.co/image/ab6765630000ba8a7d473b972f4ac30ec70a7a95
5dU7dJM5yj9Lf4wEsaXacy,Felo Komrad,"Description Sebuah podcast yang merungkai dan mengupas genre kehidupan aktivisme, politik dan falsafah perjuangan. Dengar dan tonton Felo Komrad di Spotify dan Youtube.  Subscribe dan follow kami di : Youtube - Felo Komrad Tiktok - Felo Komrad Instagram - Felo Komrad  Untuk sebarang maklum balas dan penajaan boleh email kepada kami di felo.komrad@gmail.com.",Felo Komrad,6,https://open.spotify.com/show/5dU7dJM5yj9Lf4wEsaXacy,https://i.scdn.co/image/ab6765630000ba8af267e08ffc9bce397af75d9a
6sebKTw2dGJjLrUc8ilAfZ,Kann man mal hören - der Podcast über Podcasts,"Kann man mal hören, das ist Dein Podcast über Podcasts 🎧Welcher Podcast ist hörenswert? Welche Folgen sind besonders spannend? Was ist eigentlich gar nicht so toll oder echt langweilig?  Genau darum geht es bei ""Kann man mal hören"". Hier bekommst Du Podcast Empfehlungen und Rezensionen zu neuen, aktuellen Podcasts aus allen möglichen Genre und zu den vergessenen Perlen alter Zeiten.",Anne,18,https://open.spotify.com/show/6sebKTw2dGJjLrUc8ilAfZ,https://i.scdn.co/image/ab6765630000ba8a00c738732317511d76b65ea9
3XRRmvs92JLbzIm4bwzkYF,MUTANT or MINORITY,"Through discussion, our goal is to provide and receive a small amount of enlightenment about the role of ethnic minorities, women, and other traditionally under represented groups in some of our favorite genres like:  Comic Book,s Sci-Fi, Fantasy, and the related  media.",Jared B.,11,https://open.spotify.com/show/3XRRmvs92JLbzIm4bwzkYF,https://i.scdn.co/image/ab6765630000ba8a859c4d1ba1be68ace5c18605
7eJA26gOyFMNJNAR71BVo7,Podlovers Asia: All about Asian Podcasting,"Podlovers Asia is made to cover the Asian podcasting scene! The episodes range in format, from narrative to interview, and from informative to entertaining! Guests can range from podcasters of various genres to media companies, reporters, you name it. All this to paint a picture of how the industry is booming here! If you're interested in this space, whether you're a budding podcaster, a brand, or an avid listener, you've come to the right place!",Norman Chella,36,https://open.spotify.com/show/7eJA26gOyFMNJNAR71BVo7,https://i.scdn.co/image/ab6765630000ba8a9b1c2efc64941eae35bc1e68
4GGtlVxlZU5unOBEILRa1m,La Grande Tchatche - Le Ravi,"LA GRANDE TCHATCHE Tous les 4èmes samedis du mois, de 11h à midi.  Le journal d'enquête satyrique 'Le Ravi' s'installe dans les locaux de radio grenouille pour une heure de débat autour de thématiques locales et actuelles en tous genres.  www.radiogrenouille.com",Radio Grenouille,2,https://open.spotify.com/show/4GGtlVxlZU5unOBEILRa1m,https://i.scdn.co/image/ab6765630000ba8a6e62edd3c717bea2b37fcaf6
1da7zl9FAFVDVWfA2sBpG3,"Je, tu, iel","Chaque dimanche un nouvel épisode. «Je, tu, iel» est un podcast de LesJours.fr qui raconte la fluidité des genres. Il est inscrit sur notre acte de naissance, puis nous suit à vie sur notre carte d’identité: le genre, notre genre, «F» ou «M». Mais aujourd’hui, cette démarcation se brouille et, pour une partie de la nouvelle génération, ne veut plus dire grand-chose. «Les Jours» sont allés à la rencontre d’une bande, un groupe de potes, qui ne s’identifient ni en «F», ni en «M», qui ne disent ni «il», ni «elle» mais «iel».  Une série de Simon Lambert et Jeanne Boezec.",Les Jours,5,https://open.spotify.com/show/1da7zl9FAFVDVWfA2sBpG3,https://i.scdn.co/image/49203073cdfa517ad59dab007f056a363a509467
4fjOr56Z4M2g9mip5Q0hjv,UTCAST Seizoen 1,"Wij zijn Co, Kasper en Lorenzo en wij vragen ons af wat er gaande is in Utrecht op gebied van Hiphop. Ons doel is om mensen bij elkaar te brengen in deze community en in het eerste seizoen van UTCAST zoeken wij uit of en hoe Hiphop leeft in de Domstad.  Vanuit poppodium EKKO en de Acacia-mansion spreken wij met een uiteenlopende selectie aan mensen die zich net als wij verbonden voelen met dit genre.",Acacialand,5,https://open.spotify.com/show/4fjOr56Z4M2g9mip5Q0hjv,https://i.scdn.co/image/ab6765630000ba8addcd6d758f21d5b41f156604
4D6W20v0aJDTjI10UGIoef,Féministe et alors ?,"Une série de podcasts sur le féminisme en tous genres, de Kaboul à Genève, de l'oppression au sexisme ordinaire. Parce que l'égalité est l'affaire de tout le monde.épisode 1 : ""Les talibans veulent des Afghanes invisibles, mais les femmes sont invincibles"" Hébergé par Acast. Visitez acast.com/privacy pour plus d'informations.",Mélissa HENRY,1,https://open.spotify.com/show/4D6W20v0aJDTjI10UGIoef,https://i.scdn.co/image/ab6765630000ba8aab91ac6b8f86a7987cdf1469
7N1fWkMYAdH8WmYqgt5BAc,Black Ninja Geeks from the 80's,"Welcome to Black Ninja Geeks from the 80's, where topics from different genres of entertainment, news and politics are discussed by tech savvy professional ""Brothers"" from Chicago's tough south side.",Jeffery Kidd,1,https://open.spotify.com/show/7N1fWkMYAdH8WmYqgt5BAc,https://i.scdn.co/image/64d90b27b3ec20154c1be30a9705ca5f1b3de5f1
2XUMf3mxETpXevARFujL46,Lëtz Rise Up ,"Lëtz Rise Up est une association féministe et antiraciste dont la mission est de lutter contre toutes les formes d’exclusion, notamment celles liées au genre, la race, la religion, l’orientation sexuelle et le handicap. L’association souhaite particulièrement valoriser et favoriser le bien-être des femmes susceptibles de subir des discriminations croisées.",Lëtz Rise Up,2,https://open.spotify.com/show/2XUMf3mxETpXevARFujL46,https://i.scdn.co/image/ab6765630000ba8a9fd91ce99923d7fca753aa53
1X2kcwaPLJBdoeAheXJIy5,EVENWICHT BY PROMARIO ,"Welkom bij de muziek show waarin jullie de nieuwste releases krijgen te horen dat zich rondom the culture afspeelt.  Denk aan genres als Hiphop/Rap, R'N'B/Slowjamz, Afro beat, Afro Vibes, Zouk,soul, reggae/dancehall, Neo-Soul en meer.   Voor vragen over de show? Stuur een e-mail naar: Contact@promario.nl",Promario,35,https://open.spotify.com/show/1X2kcwaPLJBdoeAheXJIy5,https://i.scdn.co/image/ab6765630000ba8a59dc8bd6badb339612758e3f
0vDgxG136wlS8D30Oojuat,Full of Chit-Chat w/ Charlie Demers,"Hear socialist stand-up comic and middle-aged theology student Charlie Demers in conversation with activists, comedians, politicians, writers & artists every week on 'Full of Chit-Chat'!Join the substack for exclusive access to new essays, book and film reviews and more at https://charliedemers.substack.com/people/14775259-charlie-demersDemers is also the genre-promiscuous author of new mental health murder mystery 'Primary Obsessions' and the satirical crime novels 'Property Values' and 'Vancouver Special'.  Order the new book at  https://douglas-mcintyre.com/products/9781771622561",Well Reds,22,https://open.spotify.com/show/0vDgxG136wlS8D30Oojuat,https://i.scdn.co/image/ab6765630000ba8aa38d2ebfeef8d796ccf9a541
3fcBQdwjfHJnPKkXQ3Ze1g,Brook Forest Voices,Brook Forest Voices: podcasts featuring a wide range of audiobook genres and cultural/social/political commentary by featured guests. brookforestvoices.substack.com,Diana Andrade,18,https://open.spotify.com/show/3fcBQdwjfHJnPKkXQ3Ze1g,https://i.scdn.co/image/ab6765630000ba8aa8195fce1cdf82cfced1e295
0kU5KQPLBy5gLo2mQCp3wA,Fin de Programme,"Un podcast qui n’est ni de gauche ni de droite. En d’autres termes, le podcast de tous les français.",Mauvais Genre,10,https://open.spotify.com/show/0kU5KQPLBy5gLo2mQCp3wA,https://i.scdn.co/image/ab6765630000ba8a1a0d7d8261e35df38a6f3df0
7HgJbnOBs5S0vx52vu2lIz,C'EST QUOI LE PROGRAMME ?,"""C’est quoi le programme"" est un podcast entièrement et exclusivement consacré aux Municipales Toulousaines de 2020.  Le studio de podcast Qude et la journaliste toulousaine Milia Legasa se sont associés pour réaliser cette série d’un nouveau genre : à mi-chemin entre le portrait et l’interview politique, chaque épisode vous présente un candidat différent.  Tous les candidats en lice à Toulouse pour mars 2020 se sont tous prêtés au jeu, bien que le format ait pu les surprendre. Un format pensé pour permettre, aux toulousains qui le souhaitent, de se faire en quelques minutes une idée sur la personne qui se présente et son programme.  Les grands thèmes de campagne sont abordés grâce à des questions posées par les toulousains dans la rue ; questions recueillies ; et auxquelles les candidats doivent répondre.  Les grandes questions qui taraudent les habitants sont formulées également, dans le cadre d’une partie intitulé « c’est oui ou c’est non », et qui oblige les candidats à se positionner clairement sur ces sujets.  Et enfin, des présentations plus personnelles sont faites également, puisque chaque invité a dû passer par la case « entretien d’embauche ».  Hébergé par Ausha. Visitez ausha.co/fr/politique-de-confidentialite pour plus d'informations.",Qude,16,https://open.spotify.com/show/7HgJbnOBs5S0vx52vu2lIz,https://i.scdn.co/image/9ae9bcca86e6078ec3605e288991a9bb93b2a379
1Yy3qBVhaAflXXC4KjbUia,Phone Debates Podcast,"If you like talking on the phone for hours about shit that may or may not interest you, then welcome to the right place!!!!! Phone Debates Podcast is a over the phone, in your face, interview conversation with some great creative, intelligent minds. You will be listening to raw audio, not scripted, and sometimes heavily passionate talks about various topics in all genres, etc. Hosted by Poly Rob (for now, hahahaha).",Local Astronauts,5,https://open.spotify.com/show/1Yy3qBVhaAflXXC4KjbUia,https://i.scdn.co/image/5856fb753f0a92060ab4d102b1b80c7c178a9bad
2w9pfWpa0bvWMWdGCBLOJr,Feargenics,"Introducing Feargenics the horror show designed to make one of its hosts uncomfortable. Each episode Kelton pushes Alex further into the horror genre, forcing him to appreciate the blood, gore, and love that goes into each movie. Feargenics dives into the production stories, history, and cultural impact of genre classics. So whether you like horror or just enjoy learning about movies, Feargenics has something for you.",Intercut Productions,8,https://open.spotify.com/show/2w9pfWpa0bvWMWdGCBLOJr,https://i.scdn.co/image/67683d646c4902596884a9996b6e62e98ac7b64f
45AWXtmggbWHukdDuomDmd,The S.O.G. Crew Bible Study,"The S.O.G. Crew (Thump Records/ Universal Music Group) is a Hip-Hop group based out of Anaheim, CA. Their style and message break modes creating a new genre of Hip-Hop being dubbed ‘cause music.’ More than music; it’s a message of hope, encouragement, and influence. Join Dr. Robert 'Battle Ax' Ornelas as he shares biblical principles. Dr. Ornelas is a Conference Keynote Speaker, National Youth Advocate, California Political Party Liaison, and a former 2016 US Presidential Candidate. He is passionate about his Native American and Indigenous roots throughout North America and the South PacificDr. Robert “Battle Ax” Ornelas former United States Presidential Candidate and lead man for The S.O.G. Crew Hip Hop Movement. Bishop Ornelas and his wife Dr. Melissa Evans Ornelas live in Anaheim, CA. They both glorify God and share messages on the subject of covenant through the Gospel of Jesus Christ.",Dr. Robert Ornelas,29,https://open.spotify.com/show/45AWXtmggbWHukdDuomDmd,https://i.scdn.co/image/ab6765630000ba8a00cfd6162181f0236c89b0e7
2vToR9UPPhEEOEKdKLBWna,The TrapHaus Podcast,"Interesting conversation with interesting people. No genre, narrative, or script. Unedited, unfiltered and always off-the-cuff.",The TrapHaus Podcast,7,https://open.spotify.com/show/2vToR9UPPhEEOEKdKLBWna,https://i.scdn.co/image/ab6765630000ba8a94a5d89f32144eb50e7da824
6xqo120gXkf8hStLLr012Y,Streetball Legends,"The 90's. The post-cold war decade that gave birth to the Internet, Grunge Music, and Hip-Hop, came the Ultimate Sports and Music Hybrid: Streetball. In the era of Nintendo, VHS, Michael Jordan, and AOL, Streetball reigned supreme. A Viral Sensation decades before the term would be popularized, Streetball permeated every culture and spanned the globe. The influence of this Artform can be seen internationally in music, film, clothing, video games, television, hairstyles, and even today in the Big Game itself: the NBA. Streetball Legends examines, not only, the influence of Streetball on the Arts and Culture, but also current events, sports, music, the NBA, hot takes, popular culture, and more through the lens of the taste makers of the Artform.  Hosted by: Waliyy “MAIN EVENT” Dixon & Anthony “HALF MAN HALF AMAZING” Heyward.  These are the Legends told by the Legends, with interviews, topics, and guests that span all Genres, Cultures, Eras.",Streetball Legends,57,https://open.spotify.com/show/6xqo120gXkf8hStLLr012Y,https://i.scdn.co/image/ab6765630000ba8accfe632e9087722caecb85c8
4un2f9Ep42ji363VYR2kNh,Power Has No Gender,"Le projet “Power has no Gender” est un laboratoire d’exploration pour un nouveau leadership non genré. Dans ce podcast, une personne nous parle de sa vie, de son rapport à son genre, de l’impact qu’elle pense que ça a pu avoir sur sa personnalité et son parcours.",euforia,7,https://open.spotify.com/show/4un2f9Ep42ji363VYR2kNh,https://i.scdn.co/image/ab6765630000ba8af4b969b46d44bbe5b9326b45
3D5VUXwoBjrQj9wMZKAYMp,Talk Dat Talk The show,"Talk Dat Talk The show is a weekly podcast that talks about hip hop music , Culture news, Politics news, Mental Health awareness (both genres)",Bugg,3,https://open.spotify.com/show/3D5VUXwoBjrQj9wMZKAYMp,https://i.scdn.co/image/ab6765630000ba8a8d14a059b1c7f1ee3980caed
4zEuEaIiEQ2PLhXVrvgbKm,She's Gotta Watch It! ,"She’s Gotta Watch It is a causal TV podcast hosted by two queer black women who happen to be married to each other! Our show is the embodiment of television couch talk that is smart, funny, and relatable. We pick one show that we just had to watch and discuss everything about its narrative, visuals, and genre. Sometimes this means calling out a show for its poor production, and sometimes it means excitedly discussing a new kid on the block. So tune in, relax, and enjoy our take on some of your favorite shows! Support this podcast: https://podcasters.spotify.com/pod/show/shesgottawatchit/support",She's Gotta Watch It!,14,https://open.spotify.com/show/4zEuEaIiEQ2PLhXVrvgbKm,https://i.scdn.co/image/9899609e7c3658b80e4d9b2224398309ddb7ce23
1AkwBufqwbIqf6o8bwhrgl,VGH FM,"My podcast has three different languages that belong in South Africa. I use English, Sotho & Zulu for every episode of this podcast.My podcast is playing the music of different genres but mostly is amapiano tracks sometimes is HipHop, Trap, RnB & other genres around the world.We carry MediaNews & trends Also Politics; News of any country around the world But We carry mostly SA news.",MoloNiaDJ,5,https://open.spotify.com/show/1AkwBufqwbIqf6o8bwhrgl,https://i.scdn.co/image/1edbee87b54d7087a1e0b0fa830595a1bee9abe2
1KaU1DujmdopyGTzNWCOBh,MFIR RADIO - #1 Official RadioStation,"Luvproductionz Presents MFIR Radio (My Flow Is Retarded Radio) Base out of Brooklyn Founded by Luvy LV The Voice Murray  In june 2009 MFIR Radio was formed to continue the Unsigned Hype of the music industry.  MFIR Radio Supports Music of all kinds working to showcase each genre of music and talent.  Not only playing music on air but teaching the artist what it is and it will take to succeed on the industry.  With a successful year for the MFIR Radio team. It was Time for change. Boss man “Luvy LV The Voice Murray” Said “I want to come back in 2010 stronger than ever” So he took off a month ½ from doing the show to create and build a new team for the show and bring something new for the artist.  Also Nominated for 2011 ""Online Radio of The Year""",MFIR RADIO,4,https://open.spotify.com/show/1KaU1DujmdopyGTzNWCOBh,https://i.scdn.co/image/ab6765630000ba8a176132d2c7cd2f740d3b6dc4
3axRp8m7yxpO4NvcoJdsPs,Le Bouquet - podcast,"Le bouquet, c'est une série de podcasts sur le sexisme, qui donne la parole à des personnes victimes ou témoins de discriminations. Ici, on s’intéresse à leurs réactions face aux violences subies en raison de leur genre, leur corps, qu’elles soient physiques ou psychologiques, directes ou indirectes.Que l’on se sente femme, homme, que l'on rejette ces catégories, etc.... ces discriminations et violences arrivent tous les jours, partout, dans tous les milieux. Elles nous concernent tous et toutes.Le bouquet, c’est l’événement de trop, la goutte qui fait déborder le vase, le moment où on se dit que ça suffit !A chaque épisode, un nouveau témoignage.Face à quelles situations sexistes pouvons-nous encore être confronté·e·s aujourd’hui ? A l’époque, quelles ont été nos réactions face à celles-ci ? Et puis, avec le recul, est-ce que l’on aurait voulu réagir autrement ? Finalement, que voulons-nous transmettre à d’autres ?Le bouquet est notre tout premier projet et nous vous souhaitons une bonne écoute.",Lebouquet,11,https://open.spotify.com/show/3axRp8m7yxpO4NvcoJdsPs,https://i.scdn.co/image/ab6765630000ba8a96fc65488355d8c065ae9979
2wxTSnqvHEExnNoYxBuhnU,Big Mic Show,A fusion of sharp political analysis mixed with the best from every genre of music. Taking you back with the classics and rocking with the hottest new music from DJ DougieBoy. Interviews with artists and politicians will keep you educated and entertained.,Big Mic Show,14,https://open.spotify.com/show/2wxTSnqvHEExnNoYxBuhnU,https://i.scdn.co/image/ab6765630000ba8af88f60d8352acaad80545984
4HNtqobM8flNaOYe29AXb6,2 Coffins to Speak,"A podcast about the silliness and seriousness of all things in the horror genre & pop culture at large! Researched episodes connecting history and the social sciences with folklore and horror. Kevin and Desiree ramble, share stories and review films in connection to each episode's topics.",Kevin & Desiree Cordeiro,6,https://open.spotify.com/show/4HNtqobM8flNaOYe29AXb6,https://i.scdn.co/image/4aedb9afccd28e20d8cfd2312f508f534a8e4b5c
6bCEpvFeDG84Eex71BP2A5,"Moi, Président","Moi, Président est le dernier podcast d’actualités de La Nouvelle République (https://www.lanouvellerepublique.fr/) qui souhaite associer les écoliers, collégiens et lycéens aux échanges et débats autour de l'élection présidentielle, qui aura lieu les dimanches 10 et 24 avril 2022. Moi, Président est un podcast hebdomadaire qui donnera la parole aux jeunes de la Vienne, de l'Indre et du Loir-Cher. A eux de nous dire ce qu’ils souhaiteraient mettre en place s’ils obtenaient la plus haute fonction élective en France. Vous retrouvez chaque semaine des portraits, dans lequel le jeune se racontera et expliquera sa proposition ou des discussions sur une thématique définie en amont entre plusieurs jeunes, telle que le bien-être animal, l'environnement, les questions de genre etc...  Bonne écoute !  Hébergé par Ausha. Visitez ausha.co/fr/politique-de-confidentialite pour plus d'informations.",La Nouvelle République,13,https://open.spotify.com/show/6bCEpvFeDG84Eex71BP2A5,https://i.scdn.co/image/ab6765630000ba8ad6795e5b7b598b6f358bf636
5U7WhVhLJg0ExitAzBMoWM,LighterFluidAddicts (LFA),"We are a duo of podcasters from different countries and different cultures. We decided to make this podcast to share our current thoughts for ourselves. But then decided to publish it anyway. We talk about random stuff, like politics, gaming news, concerning topics, science, movies, music. We don't have any specific genre. We talk about what we like. Hope you enjoy our stuffs.",Monkie and Anderspuck,1,https://open.spotify.com/show/5U7WhVhLJg0ExitAzBMoWM,https://i.scdn.co/image/ab6765630000ba8af2ae05eefb7f8f11ab8aa719
7iGjGnyzLVq8l79XYPkyvd,Hugo Lahouze,Réalisation de podcasts en tout genre par un étudiant en journalisme.,Hugo Lahouze,3,https://open.spotify.com/show/7iGjGnyzLVq8l79XYPkyvd,https://i.scdn.co/image/ab6765630000ba8af38047539e9e46300782ffb9
4Qu4ZaX0CX6hFEnvtXvzrq,Une Quarantaine de Trucs,"La quarantaine commence en France, avec la fermeture des lieux collectifs. L’occasion pour Marilu et Guillaume de vous parler d’une quarantaine de trucs : Les actualités et les annonces quotidienne, les choses à faire en temps de crise, et celle qu’on aurait du faire avant…",Mauvais Genre,10,https://open.spotify.com/show/4Qu4ZaX0CX6hFEnvtXvzrq,https://i.scdn.co/image/71d475cb9a71fcc5b9cd37852673875e3a5bbb88
0m93c0ZHXPARONcDInjkzc,Everyday Shyt,"We talk about everything going on in the world today. We cover all genres from music,sports,current events,comedy,politics,fashion, and we also have fresh interviews.",MedzK,5,https://open.spotify.com/show/0m93c0ZHXPARONcDInjkzc,https://i.scdn.co/image/d602d9c0e95a7ee25564d8072c5f3fe85230847c
2eWqejgLz7lQfuZlQiy1Bj,VIBES X TALKS,Vibes Of Silence new series of interviews with amazing artists from all over the world. All genres are welcome.  ,Vibes Of Silence,2,https://open.spotify.com/show/2eWqejgLz7lQfuZlQiy1Bj,https://i.scdn.co/image/355af3bfbc40f3e18ac8808f177dbb0bb906cde1
2zWA2IwhKrgaN932hYZov1,Liberté sur paroles,"Cette émission qui fait confiance à l’intelligence et à la capacité d’analyse des auditeurs, a pour but de leur apporter un point de vue différent sur l’actualité et d’aborder des thèmes sous des angles inhabituels. Surtout l’émission s’attache à aller vers ceux qui ont des expériences à partager, peu relayées ou valorisées par des médias de grande audience.  Par sa liberté de ton, de format et de sujet(s), l’émission consacre la liberté d’expression sous toutes ses formes.  Elle intègre des débats, des reportages, des portraits et parfois des fictions radiophoniques. Les thèmes abordés peuvent être regroupés comme suit :      Lutte contre toutes les discriminations (sociales, territoriales, de sexe et de genre etc )     Droits des étrangers     Libertés publiques     Valorisation d’initiatives solidaire et d’intérêt général",Eugénie Barbezat,65,https://open.spotify.com/show/2zWA2IwhKrgaN932hYZov1,https://i.scdn.co/image/ab6765630000ba8a89c6e5cf30b05c82f69721f1
70UdrHtHrCwAWSF8MWokFg,The Mic and Record Foundation,"An independent internet radio show exclusively playing unsigned artists from all locations, all genres. Discover. Enjoy.",Chloe and Jesse // whereschloemedia,3,https://open.spotify.com/show/70UdrHtHrCwAWSF8MWokFg,https://i.scdn.co/image/9bfe8ae4336de2221aea72c61a561f49ce01d5ac
7M4O6LB3T0M9bEqOP90CGL,VIBES X TALKS,Vibes Of Silence new series of interviews with amazing artists from all over the world. All genres are welcome.,Vibes Of Silence,3,https://open.spotify.com/show/7M4O6LB3T0M9bEqOP90CGL,https://i.scdn.co/image/ab6765630000ba8a76929cf35f586864b0ef137a
